T,Cd
0,0
0.03125,0.00682415
0.0625,0.0212665
0.09375,0.0371546
0.125,0.0542525
0.15625,0.0723945
0.1875,0.0914497
0.21875,0.111307
0.25,0.131868
0.28125,0.153042
0.3125,0.174744
0.34375,0.196895
0.375,0.219418
0.40625,0.242239
0.4375,0.265288
0.46875,0.288495
0.5,0.311793
0.53125,0.335117
0.5625,0.358399
0.59375,0.381581
0.625,0.404593
0.65625,0.427376
0.6875,0.449865
0.71875,0.471996
0.75,0.493705
0.78125,0.514929
0.8125,0.53561
0.84375,0.555694
0.875,0.575121
0.90625,0.593862
0.9375,0.611868
0.96875,0.629104
1,0.645541
1.03125,0.661187
1.0625,0.675863
1.09375,0.689692
1.125,0.702563
1.15625,0.714449
1.1875,0.725315
1.21875,0.735121
1.25,0.74383
1.28125,0.751396
1.3125,0.757801
1.34375,0.762978
1.375,0.766907
1.40625,0.769543
1.4375,0.770867
1.46875,0.770832
1.5,0.769422
1.53125,0.766627
1.5625,0.762428
1.59375,0.756834
1.625,0.749842
1.65625,0.741488
1.6875,0.731774
1.71875,0.720743
1.75,0.70844
1.78125,0.694896
1.8125,0.680182
1.84375,0.664328
1.875,0.647435
1.90625,0.629517
1.9375,0.610664
1.96875,0.59094
2,0.570412
2.03125,0.556008
2.0625,0.548652
2.09375,0.542231
2.125,0.536546
2.15625,0.531407
2.1875,0.526769
2.21875,0.522564
2.25,0.51874
2.28125,0.515258
2.3125,0.51207
2.34375,0.50915
2.375,0.506453
2.40625,0.503963
2.4375,0.501659
2.46875,0.499491
2.5,0.497474
2.53125,0.495567
2.5625,0.493766
2.59375,0.492077
2.625,0.490457
2.65625,0.488915
2.6875,0.487444
2.71875,0.486032
2.75,0.484693
2.78125,0.483403
2.8125,0.482152
2.84375,0.480973
2.875,0.479805
2.90625,0.47872
2.9375,0.477657
2.96875,0.476624
3,0.475646
3.03125,0.474687
3.0625,0.47378
3.09375,0.472892
3.125,0.472044
3.15625,0.471221
3.1875,0.470429
3.21875,0.469668
3.25,0.468931
3.28125,0.468218
3.3125,0.467538
3.34375,0.466874
3.375,0.466237
3.40625,0.46562
3.4375,0.465028
3.46875,0.464453
3.5,0.463899
3.53125,0.463366
3.5625,0.462849
3.59375,0.462351
3.625,0.461869
3.65625,0.461403
3.6875,0.460954
3.71875,0.46052
3.75,0.4601
3.78125,0.459695
3.8125,0.459303
3.84375,0.458929
3.875,0.458562
3.90625,0.458207
3.9375,0.457868
3.96875,0.457534
4,0.457219
4.03125,0.456905
4.0625,0.456611
4.09375,0.45632
4.125,0.456042
4.15625,0.455773
4.1875,0.455509
4.21875,0.45526
4.25,0.455012
4.28125,0.454777
4.3125,0.454547
4.34375,0.454327
4.375,0.454111
4.40625,0.453905
4.4375,0.453703
4.46875,0.453509
4.5,0.453321
4.53125,0.453138
4.5625,0.452962
4.59375,0.452791
4.625,0.452625
4.65625,0.452465
4.6875,0.452309
4.71875,0.452158
4.75,0.452012
4.78125,0.451871
4.8125,0.451735
4.84375,0.451601
4.875,0.451473
4.90625,0.451349
4.9375,0.451227
4.96875,0.45111
5,0.450997
5.03125,0.450886
5.0625,0.450779
5.09375,0.450676
5.125,0.450576
5.15625,0.450478
5.1875,0.450382
5.21875,0.450292
5.25,0.450202
5.28125,0.450117
5.3125,0.450032
5.34375,0.44995
5.375,0.449872
5.40625,0.449794
5.4375,0.449721
5.46875,0.449648
5.5,0.449578
5.53125,0.449508
5.5625,0.449443
5.59375,0.449378
5.625,0.449316
5.65625,0.449255
5.6875,0.449197
5.71875,0.449139
5.75,0.449083
5.78125,0.449029
5.8125,0.448976
5.84375,0.448926
5.875,0.448876
5.90625,0.448827
5.9375,0.44878
5.96875,0.448734
6,0.448689
6.03125,0.448646
6.0625,0.448604
6.09375,0.448563
6.125,0.448524
6.15625,0.448485
6.1875,0.448447
6.21875,0.44841
6.25,0.448375
6.28125,0.44834
6.3125,0.448306
6.34375,0.448273
6.375,0.448241
6.40625,0.44821
6.4375,0.44818
6.46875,0.44815
6.5,0.448122
6.53125,0.448094
6.5625,0.448066
6.59375,0.44804
6.625,0.448014
6.65625,0.447989
6.6875,0.447964
6.71875,0.44794
6.75,0.447917
6.78125,0.447894
6.8125,0.447872
6.84375,0.447851
6.875,0.44783
6.90625,0.44781
6.9375,0.44779
6.96875,0.44777
7,0.447751
7.03125,0.447733
7.0625,0.447715
7.09375,0.447697
7.125,0.44768
7.15625,0.447664
7.1875,0.447647
7.21875,0.447632
7.25,0.447616
7.28125,0.447601
7.3125,0.447586
7.34375,0.447572
7.375,0.447558
7.40625,0.447544
7.4375,0.447531
7.46875,0.447518
7.5,0.447505
7.53125,0.447493
7.5625,0.447481
7.59375,0.447469
7.625,0.447458
7.65625,0.447447
7.6875,0.447436
7.71875,0.447425
7.75,0.447415
7.78125,0.447404
7.8125,0.447395
7.84375,0.447385
7.875,0.447375
7.90625,0.447366
7.9375,0.447357
7.96875,0.447348
8,0.44734
8.03125,0.447332
8.0625,0.447323
8.09375,0.447315
8.125,0.447308
8.15625,0.4473
8.1875,0.447293
8.21875,0.447285
8.25,0.447278
8.28125,0.447271
8.3125,0.447265
8.34375,0.447258
8.375,0.447252
8.40625,0.447245
8.4375,0.447239
8.46875,0.447233
8.5,0.447228
8.53125,0.447222
8.5625,0.447217
8.59375,0.447211
8.625,0.447206
8.65625,0.4472
8.6875,0.447195
8.71875,0.44719
8.75,0.447186
8.78125,0.447181
8.8125,0.447176
8.84375,0.447172
8.875,0.447167
8.90625,0.447163
8.9375,0.447159
8.96875,0.447155
9,0.447151
9.03125,0.447147
9.0625,0.447143
9.09375,0.447139
9.125,0.447136
9.15625,0.447132
9.1875,0.447128
9.21875,0.447125
9.25,0.447122
9.28125,0.447118
9.3125,0.447115
9.34375,0.447112
9.375,0.447109
9.40625,0.447106
9.4375,0.447103
9.46875,0.4471
9.5,0.447098
9.53125,0.447095
9.5625,0.447092
9.59375,0.44709
9.625,0.447087
9.65625,0.447085
9.6875,0.447082
9.71875,0.44708
9.75,0.447078
9.78125,0.447075
9.8125,0.447073
9.84375,0.447071
9.875,0.447069
9.90625,0.447067
9.9375,0.447065
9.96875,0.447063
10,0.447061
10.0312,0.447059
10.0625,0.447058
10.0938,0.447056
10.125,0.447054
10.1562,0.447053
10.1875,0.447051
10.2188,0.447049
10.25,0.447048
10.2812,0.447046
10.3125,0.447045
10.3438,0.447043
10.375,0.447042
10.4062,0.44704
10.4375,0.447039
10.4688,0.447038
10.5,0.447037
10.5312,0.447035
10.5625,0.447034
10.5938,0.447033
10.625,0.447032
10.6562,0.447031
