T,Cd
10.6875,0.447029
10.7188,0.447028
10.75,0.447027
10.7812,0.447026
10.8125,0.447025
10.8438,0.447024
10.875,0.447023
10.9062,0.447022
10.9375,0.447021
10.9688,0.447021
11,0.44702
11.0312,0.447019
11.0625,0.447018
11.0938,0.447017
11.125,0.447016
11.1562,0.447016
11.1875,0.447015
11.2188,0.447014
11.25,0.447014
11.2812,0.447013
11.3125,0.447012
11.3438,0.447012
11.375,0.447011
11.4062,0.44701
11.4375,0.44701
11.4688,0.447009
11.5,0.447009
11.5312,0.447008
11.5625,0.447008
11.5938,0.447007
11.625,0.447007
11.6562,0.447006
11.6875,0.447006
11.7188,0.447005
11.75,0.447005
11.7812,0.447004
11.8125,0.447004
11.8438,0.447004
11.875,0.447003
11.9062,0.447003
11.9375,0.447003
11.9688,0.447002
12,0.447002
12.0312,0.447002
12.0625,0.447001
12.0938,0.447001
12.125,0.447001
12.1562,0.447
12.1875,0.447
12.2188,0.447
12.25,0.447
12.2812,0.446999
12.3125,0.446999
12.3438,0.446999
12.375,0.446999
12.4062,0.446999
12.4375,0.446998
12.4688,0.446998
12.5,0.446998
12.5312,0.446998
12.5625,0.446998
12.5938,0.446997
12.625,0.446997
12.6562,0.446997
12.6875,0.446997
12.7188,0.446997
12.75,0.446997
12.7812,0.446997
12.8125,0.446997
12.8438,0.446996
12.875,0.446996
12.9062,0.446996
12.9375,0.446996
12.9688,0.446996
13,0.446996
13.0312,0.446996
13.0625,0.446996
13.0938,0.446996
13.125,0.446996
13.1562,0.446996
13.1875,0.446996
13.2188,0.446996
13.25,0.446996
13.2812,0.446996
13.3125,0.446996
13.3438,0.446996
13.375,0.446996
13.4062,0.446996
13.4375,0.446996
13.4688,0.446996
13.5,0.446996
13.5312,0.446996
13.5625,0.446996
13.5938,0.446996
13.625,0.446996
13.6562,0.446996
13.6875,0.446996
13.7188,0.446996
13.75,0.446996
13.7812,0.446996
13.8125,0.446996
13.8438,0.446996
13.875,0.446996
13.9062,0.446996
13.9375,0.446996
13.9688,0.446996
14,0.446996
14.0312,0.446996
14.0625,0.446996
14.0938,0.446997
14.125,0.446997
14.1562,0.446997
14.1875,0.446997
14.2188,0.446997
14.25,0.446997
14.2812,0.446997
14.3125,0.446997
14.3438,0.446997
14.375,0.446997
14.4062,0.446997
14.4375,0.446998
14.4688,0.446998
14.5,0.446998
14.5312,0.446998
14.5625,0.446998
14.5938,0.446998
14.625,0.446998
14.6562,0.446998
14.6875,0.446998
14.7188,0.446998
14.75,0.446999
14.7812,0.446999
14.8125,0.446999
14.8438,0.446999
14.875,0.446999
14.9062,0.446999
14.9375,0.446999
14.9688,0.446999
15,0.447
15.0312,0.447
15.0625,0.447
15.0938,0.447
15.125,0.447
15.1562,0.447
15.1875,0.447
15.2188,0.447
15.25,0.447001
15.2812,0.447001
15.3125,0.447001
15.3438,0.447001
15.375,0.447001
15.4062,0.447001
15.4375,0.447001
15.4688,0.447002
15.5,0.447002
15.5312,0.447002
15.5625,0.447002
15.5938,0.447002
15.625,0.447002
15.6562,0.447002
15.6875,0.447003
15.7188,0.447003
15.75,0.447003
15.7812,0.447003
15.8125,0.447003
15.8438,0.447003
15.875,0.447003
15.9062,0.447004
15.9375,0.447004
15.9688,0.447004
16,0.447004
16.0312,0.447004
16.0625,0.447004
16.0938,0.447004
16.125,0.447005
16.1562,0.447005
16.1875,0.447005
16.2188,0.447005
16.25,0.447005
16.2812,0.447005
16.3125,0.447006
16.3438,0.447006
16.375,0.447006
16.4062,0.447006
16.4375,0.447006
16.4688,0.447006
16.5,0.447006
16.5312,0.447007
16.5625,0.447007
16.5938,0.447007
16.625,0.447007
16.6562,0.447007
16.6875,0.447007
16.7188,0.447007
16.75,0.447008
16.7812,0.447008
16.8125,0.447008
16.8438,0.447008
16.875,0.447008
16.9062,0.447008
16.9375,0.447009
16.9688,0.447009
17,0.447009
17.0312,0.447009
17.0625,0.447009
17.0938,0.447009
17.125,0.44701
17.1562,0.44701
17.1875,0.44701
17.2188,0.44701
17.25,0.44701
17.2812,0.44701
17.3125,0.44701
17.3438,0.447011
17.375,0.447011
17.4062,0.447011
17.4375,0.447011
17.4688,0.447011
17.5,0.447011
17.5312,0.447012
17.5625,0.447012
17.5938,0.447012
17.625,0.447012
17.6562,0.447012
17.6875,0.447012
17.7188,0.447012
17.75,0.447013
17.7812,0.447013
17.8125,0.447013
17.8438,0.447013
17.875,0.447013
17.9062,0.447013
17.9375,0.447013
17.9688,0.447014
18,0.447014
18.0312,0.447014
18.0625,0.447014
18.0938,0.447014
18.125,0.447014
18.1562,0.447015
18.1875,0.447015
18.2188,0.447015
18.25,0.447015
18.2812,0.447015
18.3125,0.447015
18.3438,0.447015
18.375,0.447016
18.4062,0.447016
18.4375,0.447016
18.4688,0.447016
18.5,0.447016
18.5312,0.447016
18.5625,0.447016
18.5938,0.447017
18.625,0.447017
18.6562,0.447017
18.6875,0.447017
18.7188,0.447017
18.75,0.447017
18.7812,0.447017
18.8125,0.447018
18.8438,0.447018
18.875,0.447018
18.9062,0.447018
18.9375,0.447018
18.9688,0.447018
19,0.447018
19.0312,0.447019
19.0625,0.447019
19.0938,0.447019
19.125,0.447019
19.1562,0.447019
19.1875,0.447019
19.2188,0.447019
19.25,0.447019
19.2812,0.44702
19.3125,0.44702
19.3438,0.44702
19.375,0.44702
19.4062,0.44702
19.4375,0.44702
19.4688,0.44702
19.5,0.447021
19.5312,0.447021
19.5625,0.447021
19.5938,0.447021
19.625,0.447021
19.6562,0.447021
19.6875,0.447021
19.7188,0.447022
19.75,0.447022
19.7812,0.447022
19.8125,0.447022
19.8438,0.447022
19.875,0.447022
19.9062,0.447022
19.9375,0.447022
19.9688,0.447023
20,0.447023
