T,Cl
2.875,-0.00817407
2.90625,-0.00848309
2.9375,-0.00878913
2.96875,-0.00908349
3,-0.00936912
3.03125,-0.009648
3.0625,-0.00991444
3.09375,-0.0101753
3.125,-0.0104242
3.15625,-0.0106653
3.1875,-0.0108971
3.21875,-0.0111197
3.25,-0.0113349
3.28125,-0.0115401
3.3125,-0.0117415
3.34375,-0.0119297
3.375,-0.0121154
3.40625,-0.0122901
3.4375,-0.0124612
3.46875,-0.012623
3.5,-0.0127809
3.53125,-0.0129312
3.5625,-0.013077
3.59375,-0.0132165
3.625,-0.0133526
3.65625,-0.0134834
3.6875,-0.0136084
3.71875,-0.0137316
3.75,-0.0138501
3.78125,-0.0139647
3.8125,-0.0140759
3.84375,-0.0141845
3.875,-0.0142884
3.90625,-0.0143902
3.9375,-0.01449
3.96875,-0.0145848
4,-0.0146807
4.03125,-0.0147697
4.0625,-0.0148615
4.09375,-0.0149471
4.125,-0.0150333
4.15625,-0.0151168
4.1875,-0.0151974
4.21875,-0.0152801
4.25,-0.0153549
4.28125,-0.0154348
4.3125,-0.0155084
4.34375,-0.0155839
4.375,-0.0156555
4.40625,-0.0157285
4.4375,-0.0157978
4.46875,-0.0158678
4.5,-0.0159355
4.53125,-0.0160026
4.5625,-0.0160688
4.59375,-0.0161338
4.625,-0.0161986
4.65625,-0.0162621
4.6875,-0.0163252
4.71875,-0.0163873
4.75,-0.0164492
4.78125,-0.0165101
4.8125,-0.0165711
4.84375,-0.0166291
4.875,-0.0166896
4.90625,-0.0167471
4.9375,-0.0168048
4.96875,-0.016862
5,-0.0169194
5.03125,-0.016974
5.0625,-0.0170315
5.09375,-0.0170856
5.125,-0.0171403
5.15625,-0.0171945
5.1875,-0.0172482
5.21875,-0.0173024
5.25,-0.0173538
5.28125,-0.0174087
5.3125,-0.0174578
5.34375,-0.0175126
5.375,-0.0175617
5.40625,-0.0176135
5.4375,-0.0176655
5.46875,-0.0177134
5.5,-0.0177659
5.53125,-0.017813
5.5625,-0.0178656
5.59375,-0.0179107
5.625,-0.0179635
5.65625,-0.0180085
5.6875,-0.0180592
5.71875,-0.0181046
5.75,-0.0181547
5.78125,-0.0181999
5.8125,-0.0182483
5.84375,-0.0182944
5.875,-0.0183408
5.90625,-0.0183872
5.9375,-0.018433
5.96875,-0.0184787
6,-0.0185241
6.03125,-0.0185696
6.0625,-0.0186143
6.09375,-0.0186591
6.125,-0.0187034
6.15625,-0.0187475
6.1875,-0.0187918
6.21875,-0.0188352
6.25,-0.0188791
6.28125,-0.0189221
6.3125,-0.0189651
6.34375,-0.0190082
6.375,-0.0190507
6.40625,-0.0190929
6.4375,-0.0191351
6.46875,-0.019177
6.5,-0.019219
6.53125,-0.0192603
6.5625,-0.0193019
6.59375,-0.0193427
6.625,-0.0193837
6.65625,-0.0194244
6.6875,-0.0194649
6.71875,-0.0195054
6.75,-0.0195452
6.78125,-0.0195852
6.8125,-0.0196249
6.84375,-0.0196645
6.875,-0.0197037
6.90625,-0.0197429
6.9375,-0.0197819
6.96875,-0.0198206
7,-0.0198592
7.03125,-0.0198974
7.0625,-0.0199358
7.09375,-0.0199738
7.125,-0.0200116
7.15625,-0.0200492
7.1875,-0.0200866
7.21875,-0.0201241
7.25,-0.0201611
7.28125,-0.020198
7.3125,-0.0202348
7.34375,-0.0202715
7.375,-0.0203078
7.40625,-0.0203441
7.4375,-0.0203801
7.46875,-0.0204161
7.5,-0.0204518
7.53125,-0.0204874
7.5625,-0.0205228
7.59375,-0.0205588
7.625,-0.0205931
7.65625,-0.0206281
7.6875,-0.0206628
7.71875,-0.0206974
7.75,-0.0207318
7.78125,-0.0207661
7.8125,-0.0208001
7.84375,-0.0208341
7.875,-0.0208678
7.90625,-0.0209029
7.9375,-0.0209351
7.96875,-0.0209685
8,-0.0210016
8.03125,-0.0210346
8.0625,-0.0210674
8.09375,-0.0211001
8.125,-0.0211326
8.15625,-0.021165
8.1875,-0.0211972
8.21875,-0.0212293
8.25,-0.0212612
8.28125,-0.021293
8.3125,-0.0213246
8.34375,-0.0213561
8.375,-0.0213874
8.40625,-0.0214186
8.4375,-0.0214497
8.46875,-0.0214806
8.5,-0.0215114
8.53125,-0.021542
8.5625,-0.0215751
8.59375,-0.0216007
8.625,-0.0216355
8.65625,-0.0216636
8.6875,-0.0216934
8.71875,-0.0217232
8.75,-0.0217528
8.78125,-0.0217823
8.8125,-0.0218117
8.84375,-0.0218409
8.875,-0.02187
8.90625,-0.021899
8.9375,-0.0219278
8.96875,-0.0219565
9,-0.021985
9.03125,-0.0220135
9.0625,-0.0220418
9.09375,-0.02207
9.125,-0.022098
9.15625,-0.0221259
9.1875,-0.0221537
9.21875,-0.0221814
9.25,-0.0222089
9.28125,-0.0222363
9.3125,-0.0222636
9.34375,-0.0222908
9.375,-0.0223178
9.40625,-0.0223447
9.4375,-0.0223715
9.46875,-0.0223982
9.5,-0.0224247
9.53125,-0.0224511
9.5625,-0.0224774
9.59375,-0.0225036
9.625,-0.0225296
9.65625,-0.0225555
9.6875,-0.0225814
9.71875,-0.0226071
9.75,-0.0226326
9.78125,-0.0226581
9.8125,-0.0226834
9.84375,-0.0227086
9.875,-0.0227337
9.90625,-0.0227587
9.9375,-0.0227836
9.96875,-0.0228084
10,-0.0228367
10.0312,-0.0228546
10.0625,-0.0228853
10.0938,-0.0229034
10.125,-0.0229337
10.1562,-0.0229555
10.1875,-0.0229789
10.2188,-0.0230028
10.25,-0.0230265
10.2812,-0.0230501
10.3125,-0.0230736
10.3438,-0.023097
10.375,-0.0231203
10.4062,-0.0231435
10.4375,-0.0231666
10.4688,-0.0231895
10.5,-0.0232124
10.5312,-0.0232352
10.5625,-0.0232578
10.5938,-0.0232804
10.625,-0.0233028
10.6562,-0.0233252
10.6875,-0.0233474
10.7188,-0.0233696
10.75,-0.0233916
10.7812,-0.0234135
10.8125,-0.0234354
10.8438,-0.0234571
10.875,-0.0234787
10.9062,-0.0235003
10.9375,-0.0235217
10.9688,-0.023543
11,-0.0235643
11.0312,-0.0235854
11.0625,-0.0236065
11.0938,-0.0236274
11.125,-0.0236482
11.1562,-0.023669
11.1875,-0.0236896
11.2188,-0.0237102
11.25,-0.0237351
11.2812,-0.0237478
11.3125,-0.023775
11.3438,-0.0237884
11.375,-0.0238152
11.4062,-0.0238328
11.4375,-0.0238519
11.4688,-0.0238717
11.5,-0.0238914
11.5312,-0.023911
11.5625,-0.0239305
11.5938,-0.0239499
11.625,-0.0239692
11.6562,-0.0239885
11.6875,-0.0240076
11.7188,-0.0240266
11.75,-0.0240456
11.7812,-0.0240645
11.8125,-0.0240833
11.8438,-0.024102
11.875,-0.0241206
11.9062,-0.0241391
11.9375,-0.0241576
11.9688,-0.024176
12,-0.0241942
12.0312,-0.0242124
12.0625,-0.0242305
12.0938,-0.0242486
12.125,-0.0242665
12.1562,-0.024288
12.1875,-0.0242994
12.2188,-0.024323
12.25,-0.0243383
12.2812,-0.0243554
12.3125,-0.0243728
12.3438,-0.0243902
12.375,-0.0244074
12.4062,-0.0244246
12.4375,-0.0244417
12.4688,-0.0244587
12.5,-0.0244757
12.5312,-0.0244925
12.5625,-0.0245093
12.5938,-0.024526
12.625,-0.0245427
12.6562,-0.0245592
12.6875,-0.0245757
12.7188,-0.0245921
12.75,-0.0246084
12.7812,-0.0246247
12.8125,-0.0246408
12.8438,-0.0246569
12.875,-0.024673
12.9062,-0.0246889
12.9375,-0.0247048
12.9688,-0.0247206
13,-0.0247363
13.0312,-0.0247555
13.0625,-0.0247647
13.0938,-0.0247863
13.125,-0.0247991
13.1562,-0.0248143
13.1875,-0.0248296
13.2188,-0.0248448
13.25,-0.0248599
13.2812,-0.0248749
13.3125,-0.0248899
13.3438,-0.0249048
13.375,-0.0249197
13.4062,-0.0249345
13.4375,-0.0249492
13.4688,-0.0249638
13.5,-0.0249784
13.5312,-0.0249929
13.5625,-0.0250074
13.5938,-0.0250217
13.625,-0.025036
13.6562,-0.0250503
13.6875,-0.0250674
13.7188,-0.0250787
13.75,-0.0250931
13.7812,-0.025107
13.8125,-0.0251208
13.8438,-0.0251347
13.875,-0.0251484
13.9062,-0.0251621
13.9375,-0.0251758
13.9688,-0.0251893
14,-0.0252028
14.0312,-0.0252163
14.0625,-0.0252297
14.0938,-0.025243
14.125,-0.0252563
14.1562,-0.0252695
14.1875,-0.0252826
14.2188,-0.0252957
14.25,-0.0253108
14.2812,-0.0253215
14.3125,-0.025335
14.3438,-0.0253477
14.375,-0.0253604
14.4062,-0.0253731
14.4375,-0.0253858
14.4688,-0.0253983
14.5,-0.0254109
14.5312,-0.0254233
14.5625,-0.0254358
14.5938,-0.0254481
14.625,-0.0254604
14.6562,-0.0254726
14.6875,-0.0254862
14.7188,-0.0254967
14.75,-0.0255095
14.7812,-0.0255213
14.8125,-0.0255332
14.8438,-0.0255451
14.875,-0.0255569
14.9062,-0.0255687
14.9375,-0.0255804
14.9688,-0.0255921
15,-0.0256037
15.0312,-0.0256153
15.0625,-0.0256268
15.0938,-0.0256391
15.125,-0.0256493
15.1562,-0.0256613
15.1875,-0.0256724
15.2188,-0.0256836
15.25,-0.0256948
15.2812,-0.025706
15.3125,-0.0257171
15.3438,-0.0257281
15.375,-0.0257391
15.4062,-0.02575
15.4375,-0.0257609
15.4688,-0.0257717
15.5,-0.0257825
15.5312,-0.0257932
15.5625,-0.0258039
15.5938,-0.0258145
15.625,-0.0258251
15.6562,-0.0258356
15.6875,-0.0258461
15.7188,-0.0258573
15.75,-0.0258665
15.7812,-0.0258775
15.8125,-0.0258876
15.8438,-0.0258978
15.875,-0.025908
15.9062,-0.0259181
15.9375,-0.0259282
15.9688,-0.0259383
16,-0.0259483
16.0312,-0.0259582
16.0625,-0.0259681
16.0938,-0.025978
16.125,-0.0259878
16.1562,-0.0259975
16.1875,-0.0260072
16.2188,-0.0260169
16.25,-0.0260265
16.2812,-0.0260361
16.3125,-0.0260457
16.3438,-0.0260552
16.375,-0.0260646
16.4062,-0.026074
16.4375,-0.0260834
16.4688,-0.0260927
16.5,-0.0261019
16.5312,-0.0261112
16.5625,-0.0261204
16.5938,-0.0261295
16.625,-0.0261386
16.6562,-0.0261476
16.6875,-0.0261567
16.7188,-0.026166
16.75,-0.0261744
16.7812,-0.0261835
16.8125,-0.0261923
16.8438,-0.0262012
16.875,-0.0262099
16.9062,-0.0262186
16.9375,-0.0262273
16.9688,-0.0262359
17,-0.0262445
17.0312,-0.0262531
17.0625,-0.0262616
17.0938,-0.0262701
17.125,-0.0262785
17.1562,-0.0262869
17.1875,-0.0262953
17.2188,-0.0263036
17.25,-0.0263119
17.2812,-0.0263201
17.3125,-0.0263283
17.3438,-0.0263365
17.375,-0.0263446
17.4062,-0.0263527
17.4375,-0.0263607
17.4688,-0.0263688
17.5,-0.0263767
17.5312,-0.0263847
17.5625,-0.0263926
17.5938,-0.0264004
17.625,-0.0264083
17.6562,-0.026416
17.6875,-0.0264238
17.7188,-0.0264315
17.75,-0.0264392
17.7812,-0.0264468
17.8125,-0.0264544
17.8438,-0.026462
17.875,-0.0264696
17.9062,-0.0264771
17.9375,-0.0264845
17.9688,-0.026492
18,-0.0264995
18.0312,-0.0265064
18.0625,-0.0265141
18.0938,-0.0265213
18.125,-0.0265286
18.1562,-0.0265358
18.1875,-0.026543
18.2188,-0.0265502
18.25,-0.0265573
18.2812,-0.0265644
18.3125,-0.0265714
18.3438,-0.0265785
18.375,-0.0265855
18.4062,-0.0265924
18.4375,-0.0265993
18.4688,-0.0266063
18.5,-0.0266131
18.5312,-0.0266199
18.5625,-0.0266267
18.5938,-0.0266335
18.625,-0.0266402
18.6562,-0.0266469
18.6875,-0.0266536
18.7188,-0.0266603
18.75,-0.0266669
18.7812,-0.0266735
18.8125,-0.02668
18.8438,-0.0266865
18.875,-0.026693
18.9062,-0.0266995
18.9375,-0.0267059
18.9688,-0.0267123
19,-0.0267187
19.0312,-0.026725
19.0625,-0.0267313
19.0938,-0.0267376
19.125,-0.0267438
19.1562,-0.02675
19.1875,-0.0267562
19.2188,-0.0267624
19.25,-0.0267685
19.2812,-0.0267746
19.3125,-0.0267807
19.3438,-0.0267868
19.375,-0.0267928
19.4062,-0.0267988
19.4375,-0.0268047
19.4688,-0.0268107
19.5,-0.0268166
19.5312,-0.0268225
19.5625,-0.0268283
19.5938,-0.0268395
19.625,-0.0268356
19.6562,-0.0268504
19.6875,-0.0268479
19.7188,-0.0268612
19.75,-0.0268596
19.7812,-0.0268723
19.8125,-0.026871
19.8438,-0.0268834
19.875,-0.0268823
19.9062,-0.0268944
19.9375,-0.0268935
19.9688,-0.0269054
20,-0.0269045
