T,Cl
0,0
0.125,-0.00153568
0.25,-0.00587642
0.375,-0.0126082
0.5,-0.0214256
0.625,-0.0319986
0.75,-0.0439577
0.875,-0.0568909
1,-0.0703457
1.125,-0.0838349
1.25,-0.0968487
1.375,-0.108872
1.5,-0.119404
1.625,-0.127987
1.75,-0.134225
1.875,-0.137816
2,-0.138568
2.125,-0.138066
2.25,-0.13787
2.375,-0.137805
2.5,-0.137773
2.625,-0.137754
2.75,-0.137742
2.875,-0.137735
3,-0.13773
3.125,-0.137728
3.25,-0.137726
3.375,-0.137725
3.5,-0.137725
3.625,-0.137724
3.75,-0.137724
3.875,-0.137724
4,-0.137724
4.125,-0.137724
4.25,-0.137724
4.375,-0.137724
4.5,-0.137724
4.625,-0.137724
4.75,-0.137724
4.875,-0.137724
5,-0.137724
5.125,-0.137724
5.25,-0.137724
5.375,-0.137724
5.5,-0.137724
5.625,-0.137724
5.75,-0.137724
5.875,-0.137724
6,-0.137724
