T,Cd
15.4375,0.3472
15.4688,0.347198
15.5,0.347196
15.5312,0.347195
15.5625,0.347193
15.5938,0.347191
15.625,0.347189
15.6562,0.347187
15.6875,0.347185
15.7188,0.347183
15.75,0.347181
15.7812,0.347179
15.8125,0.347178
15.8438,0.347176
15.875,0.347174
15.9062,0.347172
15.9375,0.34717
15.9688,0.347169
16,0.347167
16.0312,0.347165
16.0625,0.347163
16.0938,0.347161
16.125,0.34716
16.1562,0.347158
16.1875,0.347156
16.2188,0.347155
16.25,0.347153
16.2812,0.347151
16.3125,0.347149
16.3438,0.347148
16.375,0.347146
16.4062,0.347145
16.4375,0.347143
16.4688,0.347141
16.5,0.34714
16.5312,0.347138
16.5625,0.347136
16.5938,0.347135
16.625,0.347133
16.6562,0.347132
16.6875,0.34713
16.7188,0.347128
16.75,0.347127
16.7812,0.347125
16.8125,0.347124
16.8438,0.347122
16.875,0.347121
16.9062,0.347119
16.9375,0.347118
16.9688,0.347116
17,0.347115
17.0312,0.347113
17.0625,0.347112
17.0938,0.34711
17.125,0.347109
17.1562,0.347107
17.1875,0.347106
17.2188,0.347104
17.25,0.347103
17.2812,0.347102
17.3125,0.3471
17.3438,0.347099
17.375,0.347097
17.4062,0.347096
17.4375,0.347095
17.4688,0.347093
17.5,0.347092
17.5312,0.34709
17.5625,0.347089
17.5938,0.347088
17.625,0.347086
17.6562,0.347085
17.6875,0.347084
17.7188,0.347082
17.75,0.347081
17.7812,0.34708
17.8125,0.347078
17.8438,0.347077
17.875,0.347076
17.9062,0.347074
17.9375,0.347073
17.9688,0.347072
18,0.347071
18.0312,0.347069
18.0625,0.347068
18.0938,0.347067
18.125,0.347066
18.1562,0.347064
18.1875,0.347063
18.2188,0.347062
18.25,0.347061
18.2812,0.347059
18.3125,0.347058
18.3438,0.347057
18.375,0.347056
18.4062,0.347055
18.4375,0.347053
18.4688,0.347052
18.5,0.347051
18.5312,0.34705
18.5625,0.347049
18.5938,0.347047
18.625,0.347046
18.6562,0.347045
18.6875,0.347044
18.7188,0.347043
18.75,0.347042
18.7812,0.347041
18.8125,0.347039
18.8438,0.347038
18.875,0.347037
18.9062,0.347036
18.9375,0.347035
18.9688,0.347034
19,0.347033
19.0312,0.347032
19.0625,0.34703
19.0938,0.347029
19.125,0.347028
19.1562,0.347027
19.1875,0.347026
19.2188,0.347025
19.25,0.347024
19.2812,0.347023
19.3125,0.347022
19.3438,0.347021
19.375,0.34702
19.4062,0.347019
19.4375,0.347018
19.4688,0.347017
19.5,0.347016
19.5312,0.347015
19.5625,0.347013
19.5938,0.347012
19.625,0.347011
19.6562,0.34701
19.6875,0.347009
19.7188,0.347008
19.75,0.347007
19.7812,0.347006
19.8125,0.347005
19.8438,0.347004
19.875,0.347003
19.9062,0.347002
19.9375,0.347002
19.9688,0.347001
20,0.347
